ID,URL,Collection,Title,Contents,Date
C63073,https://github.com/ipa320/cob_environment_perception,Commits,cob_environment_perception,"7185e304f43b5418ab2d2': 'renamed msg + added energy value, encoded as XML'}",
C59785,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,89651e6e502d16caa15d6d': 'allow to configure battery monitor notifications'},
C59596,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,e55f8b312fb': 'stop charging mode if no more power_state msgs received'},
C59588,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,641e403456ea1cfa859cc10f7d81': 'configurable battery thresholds'},
C59583,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,Merge pull request #130 from ipa-bnm/feature/battery_light_mode\n\nshow charging progress on led,
C59169,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,bae8dc2819e1a465cd1b1cf52b6ecb22ff6b3': 'cob_battery for dashboard'},
C59120,https://github.com/ipa320/cob_command_tools,Commits,cob_command_tools,793e09b426331c16aa00a22c60568271': 'enhanced battery monitoring'},
C56381,https://github.com/inomuh/evapi_ros,Commits,evapi_ros,5cd6a4820df1c81b341c689da7371b4dc1f8a': 'add battery sensor'},
C56353,https://github.com/inomuh/evapi_ros,Commits,evapi_ros,1c52e8bbb234a40e9a9359187': 'add voltage and battery msgs'},
C49863,https://github.com/g/grizzly,Commits,grizzly,"0d2ff308b772275e': 'Added dead reckoning and energy estimation nodes, fixed up fan control, faul",
C44705,https://github.com/ethz-asl/asctec_mav_framework,Commits,asctec_mav_framework,3dfeb': 'adapted buzzer and main to have the battery warning voltage adjustable'},
C44653,https://github.com/ethz-asl/asctec_mav_framework,Commits,asctec_mav_framework,9040daccccffd8c5fa9f2f3041aa63b2aeb': 'added battery warnings to rosout'},
C44596,https://github.com/ethz-asl/asctec_mav_framework,Commits,asctec_mav_framework,0e9eacfad7e1b7af981ae4f7a9c82affb9e7': 'made battery warning voltage adjustable'},
C41326,https://github.com/elpimous/Neo_robot,Commits,Neo_robot,9ae72cd7fb7ee8afa061992dd2': 'A package with energy vocal alerts.'},
C40942,https://github.com/ekumenlabs/tangobot,Commits,tangobot,e pull request #127 from jubeira/dev/publish_battery\n\nPublishing robot and device battery'},
C40941,https://github.com/ekumenlabs/tangobot,Commits,tangobot,7545c2d488d94dcd2b704eafe50b356': 'Splitting battery publishers into two nodes'},
C40940,https://github.com/ekumenlabs/tangobot,Commits,tangobot,b88c3bb3f8fecc07901ce5599071c170bb': 'Adding battery publisher node\n- It has to be split into tw,
C40493,https://github.com/edinferno/edinferno,Commits,edinferno,"er class, publishes if Nao is un/plugged and battery charge'}",
C376,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,"Revert ""added new strategy which checks the battery state""\n\nThis reverts commit af8a517e1cdaeb",
C373,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,"Revert ""Robots now drive back to home when energy level is at 50%.""\n\nThis reverts commit b3a",
C371,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,"vert ""add a function that calculates the the energy consumption""\n\nThis reverts commit ba22c0f5",
C369,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,f0': 'add a function that calculates the the energy consumption\nand the traveled distance so fa,
C359,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,5f193e': 'Robots now drive back to home when energy level is at 50%.\nWhen the energy level is a,
C356,https://github.com/aau-ros/aau_multi_robot,Commits,aau_multi_robot,434cc': 'added new strategy which checks the battery state'},
C32998,https://github.com/craftit/DogBotSoftware,Commits,DogBotSoftware,10af912545ca0f0efe8ca': 'added help info for battery operation'},
C32995,https://github.com/craftit/DogBotSoftware,Commits,DogBotSoftware,Add supply voltage calibration so we can set battery thresholds more accurately.'},
C29359,https://github.com/CopterExpress/clever,Commits,clever,3a13598fa975dc6e0be9bb7': 'selfcheck.py: add battery voltage checks'},
C26579,https://github.com/chrisl8/ArloBot,Commits,ArloBot,12777': 'Rewrite Node (web interface) laptop battery check code to be faster and cause less load,
C26112,https://github.com/chrisl8/ArloBot,Commits,ArloBot,messsages from arlobot_safety and add laptop battery level monitoring.'},
C24246,https://github.com/bluesat/owr_software,Commits,owr_software,eb3c8b1b7d01322913c6ca993d8e47a2df6': 'Added battery voltage reading.'},
C23929,https://github.com/bluesat/owr_software,Commits,owr_software,"c834927dfe1a': 'For #28 and #29, intergrated battery level ros_msgs into the gui. Created test da",
C216380,https://github.com/yujinrobot/kobuki,Commits,kobuki,"63334234d683f9ed71d2bd': 'charging state for battery diagnostics, not just state, maybe android n",
C216290,https://github.com/yujinrobot/kobuki,Commits,kobuki,23aa2d170e052dd2060349917fb1d71': 'Make test_battery works again'},
C216272,https://github.com/yujinrobot/kobuki,Commits,kobuki,"ode : Updated DockDriveControl,py to display battery level and charging state of robot and laptop",
C215894,https://github.com/yujinrobot/kobuki,Commits,kobuki,f19067d45398830085da0ffa122167bd9': 'Include battery charge percent.'},
C215846,https://github.com/yujinrobot/kobuki,Commits,kobuki,0bcbbd0473ee0027994ea017d107': 'Added laptop battery publisher into minimal.launch.'},
C215844,https://github.com/yujinrobot/kobuki,Commits,kobuki,05cc9543c43d38': 'kobuki_node : Added laptop battery state publisher.'},
C215744,https://github.com/yujinrobot/kobuki,Commits,kobuki,2': 'parameter configuration for level based battery.'},
C215720,https://github.com/yujinrobot/kobuki,Commits,kobuki,1bd9a40caaed06587c50736bece5af956': 'kobuki: battery status diagnostics.'},
C215532,https://github.com/youbot/youbot-ros-pkg,Commits,youbot-ros-pkg,b983d47bd6f674fdd442672': 'check also if one battery cell exceeded the minimum voltage level'},
C215476,https://github.com/youbot/youbot-ros-pkg,Commits,youbot-ros-pkg,077389346dca5d562f93672dc07a4f': 'add youbot battery monitor'},
C21401,https://github.com/BCLab-UNM/SwarmBaseCode-ROS,Commits,SwarmBaseCode-ROS,Integral constant a little to help with low battery state and attempting to aline to a target bl,
C213219,https://github.com/whoenig/crazyflie_ros,Commits,crazyflie_ros,da887dd99c655c669': 'add sensor readings for battery'},
C212740,https://github.com/vortexntnu/rov-control,Commits,rov-control,tead of set zero. Do this to avoid excessive power usage after shutdown.'},
C210983,https://github.com/uwreact/frc_control,Commits,frc_control,b936cc2c6ed6d19a344': 'Add widget to control battery voltage display'},
C210864,https://github.com/uwreact/frc_control,Commits,frc_control,f67deb07': 'Add dedicated match time msg and battery voltage'},
C210036,https://github.com/utexas-bwi/segbot,Commits,segbot,d4090': 'added additional flexability to the battery_diagnostics sendmail node that will now allo,
C207670,https://github.com/uf-mil/SubjuGator,Commits,SubjuGator,cf555c992ddce14ba8628fd548': 'THRUSTERS: add power to ThrusterStatus msg\n\n* Also update msg f,
C207315,https://github.com/uf-mil/SubjuGator,Commits,SubjuGator,"67e19505609f31a2a8a6': 'ALARMS: Add variable battery voltage alarms, fix height_over_bottom typo'",
C205977,https://github.com/uf-mil/NaviGator,Commits,NaviGator,1807ba2687fcf91b241ddbfea7': 'LAUNCH: launch battery monitor with motor controllers'},
C205976,https://github.com/uf-mil/NaviGator,Commits,NaviGator,e if we have >0 measurements\n\n* fixes auto battery low kill on startup'},
C205536,https://github.com/uf-mil/NaviGator,Commits,NaviGator,be1e322a2f0ab3': 'TOOLS: add tool to publish voltage and wrench to rviz'},
C205325,https://github.com/uf-mil/NaviGator,Commits,NaviGator,24775c6e45e310220dc8f21a47d0275': 'GUI: Made battery alarm triggers rosparams and added voltage a,
C204914,https://github.com/uf-mil/NaviGator,Commits,NaviGator,c660b91b2e6541a22': 'SENSOR_CONTROL: Added a battery voltage monitor and alarm'},
C202217,https://bitbucket.org/udg_cirs/cola2_core,Commits,cola2_core,997394bebfc7db187480ef682266e498abc': 'Added voltage diagnostics for completing VehicleStatus,
C199079,https://github.com/turtlebot/turtlebot,Commits,turtlebot,"9095eb46c622dc7ebc1e66b6bf': ""rewound laptop battery power checking (kobuki's used an earlier ver",
C199012,https://github.com/turtlebot/turtlebot,Commits,turtlebot,b38aca521ed2bc8c40393b0a8': 'adding critical battery level in full mode restart 15% battery will,
C198708,https://github.com/turtlebot/turtlebot,Commits,turtlebot,dc7042a1252551884002ebacb4cf675038': 'laptop battery status diagnostics'},
C188833,https://github.com/start-jsk/rtmros_common,Commits,rtmros_common,2bee177c1d216f43d9cd9499c99a2319aad75': 'add power indicator'},
C186229,https://github.com/sjtu-automatic-maritime-system/Sailboat-Ros,Commits,Sailboat-Ros,9687457d723f1a1473d7dfb96648d44bd7987': 'add voltage'},
C185463,https://github.com/sigmaai/self-driving-golf-cart,Commits,self-driving-golf-cart,osbag record.\n\nexamine computer strain and power consumption'},
C180069,https://github.com/sbrodeur/ros-icreate-bbb,Commits,ros-icreate-bbb,"ization\n\n- Added visualization support for battery charge (mAh and percentage),\nand battery st",
C178985,https://github.com/RoverRobotics/rr_openrover_basic,Commits,rr_openrover_basic,5e1d76d3e784ed384bf37d41e652e39b3': 'Add new power info to diagnostics'},
C178984,https://github.com/RoverRobotics/rr_openrover_basic,Commits,rr_openrover_basic,8894a44812c893d5dd6b9ba2fc886c70b96be': 'Add battery current and battery voltage to OpenRover'},
C178952,https://github.com/RoverRobotics/rr_openrover_basic,Commits,rr_openrover_basic,d311498faf1f00553939bbf2': 'Added data about battery health and status'},
C178729,https://github.com/rospilot/rospilot,Commits,rospilot,fc6df0ceb6ebb83b242b7708c': 'Add support for battery voltage monitoring'},
C177948,https://github.com/rosflight/rosflight,Commits,rosflight,9d98e2ddf6c7595bee04ecf87da06414bc9ad': 'Add battery monitor support'},
C177946,https://github.com/rosflight/rosflight,Commits,rosflight,e64f5b9172bb33c8f28ee7527': 'Add support for battery monitor messages'},
C174490,https://github.com/ros/diagnostics,Commits,diagnostics,e5bdb9f5ad571e9f6744a4ba267f8880c3b5f': 'Add voltage sensor support'},
C173916,https://github.com/ros/diagnostics,Commits,diagnostics,2a018b75046ef272fffeba649aca2': 'Fix type on battery notify call'},
C16806,https://github.com/autowarefoundation/autoware,Commits,autoware,9eb90a73fe242f3711406c4c5a57f744837d1': 'add battery charging state (#2256)\n\nSigned-off-by: Azu,
C16802,https://github.com/autowarefoundation/autoware,Commits,autoware,\n* Add bettery charge [%] topic -> /vehicle/battery\r\n\r\nSigned-off-by: Akihito Ohsato <aohsat,
C157802,https://github.com/ros-interactive-manipulation/pr2_object_manipulation,Commits,pr2_object_manipulation,1a9a1f483141befdb9d2d24a347dfaf1f28': 'added battery level text'},
C156794,https://github.com/ros-industrial/motoman,Commits,motoman,r the motion.\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation w,
C156793,https://github.com/ros-industrial/motoman,Commits,motoman,er - Update\n\nFixed enabling servos when in energy-savings mode.\nRemoved extra task creation w,
C156745,https://github.com/ros-industrial/motoman,Commits,motoman,"from Rosen Diankov (Mujin):\n> Detection of ""energy savings"" mode.\n> Fix support for R3 and R4",
C150820,https://github.com/ROBOTIS-GIT/turtlebot3,Commits,turtlebot3,e2a0d6ee9dc0fe0eb708d414f10348a76c2': 'added battery voltage msg pub'},
C150819,https://github.com/ROBOTIS-GIT/turtlebot3,Commits,turtlebot3,48b19b093db61947a76562fa43087b44542': 'added battery voltage msg and info'},
C148825,https://github.com/robotican/lizi,Commits,lizi,0200771f8c926609d456c10b70019bb0e': 'publish battery on any state'},
C146816,https://github.com/RoboJackets/igvc-software,Commits,igvc-software,ng in inaccurate imu readings\r\n\r\n* added battery diagnostics\r\n\r\n* wrote analyser for sens,
C146476,https://github.com/RoboJackets/igvc-software,Commits,igvc-software,32b2d916a6a431a74cd': 'add comments. Clarify battery avg calculation'},
C146149,https://github.com/RoboJackets/igvc-software,Commits,igvc-software,416cd1881961dcf93d70': 'fixed issue with low battery warning never publishing'},
C145095,https://github.com/RoboJackets/igvc-software,Commits,igvc-software,3e9f813086547a4c27b57f0c9dfc8485d4bb': 'Adds battery monitor to dashboard.\nChanges layout of das,
C138236,https://github.com/RCPRG-ros-pkg/elektron_robot,Commits,elektron_robot,2da803968e37933cd2bad': 'Sound indication of battery lvl'},
C138233,https://github.com/RCPRG-ros-pkg/elektron_robot,Commits,elektron_robot,929a9174faf9928b68ddd1cffe8c66815504': 'Main battery monitor'},
C138176,https://github.com/RCPRG-ros-pkg/elektron_robot,Commits,elektron_robot,b77683b85b036914ae12e1dbc681b00a9a': 'Laptop battery monitor'},
C129080,https://github.com/pantor/ros-control-center,Commits,ros-control-center,52e6632c2fff6b7bb813aaf0673da666b8476c44': 'battery status formatting'},
C129079,https://github.com/pantor/ros-control-center,Commits,ros-control-center,6e847f1910f53a01893045d8ba3a4b1a62a95653': 'battery status percentage'},
C129076,https://github.com/pantor/ros-control-center,Commits,ros-control-center,"32eef4d274aae34f760512d437ae20e8d888e28d': 'battery status bar, fixed undefined error'}",
C129066,https://github.com/pantor/ros-control-center,Commits,ros-control-center,"8f00fa6d4edfe6667be018197': 'new screenshot, battery view, better overflow'}",
C128629,https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,Commits,pandora_ros_pkgs,11c8df50c054b7292d76762e3d8fe8db1f2e7': 'Add battery voltage validity check (>12V)'},
C12664,https://github.com/AutonomyLab/create_autonomy,Commits,create_autonomy,3': 'Move ChargingState publisher with other battery state information'},
C126274,https://github.com/OUXT-Polaris/robotx_core,Commits,robotx_core,f7583729c6be154a5ddbb54c9be266f5c6c7f': 'add battery_monitor_driver_node'},
C12622,https://github.com/AutonomyLab/create_autonomy,Commits,create_autonomy,onomyLab/charge-ratio\n\nCompute and publish battery charge ratio'},
C12621,https://github.com/AutonomyLab/create_autonomy,Commits,create_autonomy,f15dbe012370226426004': 'Compute and publish battery charge ratio'},
C12607,https://github.com/AutonomyLab/create_autonomy,Commits,create_autonomy,Merge pull request #9 from AutonomyLab/feat-battery\n\nAdd battery info topics'},
C12605,https://github.com/AutonomyLab/create_autonomy,Commits,create_autonomy,fbdf19fb33e73a1426815d2f7aece8a621c65': 'Add battery info support'},
C12507,https://github.com/AutonomyLab/bebop_autonomy,Commits,bebop_autonomy,undant IFrame wait test\n- [Tests] Fixed the battery test issue with Bebop 2\n- Tested with Bebop,
C118673,https://github.com/mavlink/mavros,Commits,mavros,"1b69cf2176079f5a2c6c88bd2': 'sys_status: Add battery status monitoring\n\nFix #19, partial #16.'}",
C118415,https://github.com/markusk/minibot,Commits,minibot,e27e9ea8f7db1d2d0c915': 'Added piezo beep if battery is empty.'},
C118414,https://github.com/markusk/minibot,Commits,minibot,652f39d88e8eb2da0e154d2844f730a5aa2': 'Added battery percentage check for battery alarm.\nAlso fi,
C118301,https://github.com/markusk/minibot,Commits,minibot,3ed': 'Added calculation and actions for all battery states'},
C118262,https://github.com/markusk/minibot,Commits,minibot,7613f9bd0e6fcbbf62f9dcb302fb00': 'Added more battery status fields'},
C118254,https://github.com/markusk/minibot,Commits,minibot,6eabd5cc87e7f1e28fd7415b78': 'Added start of battery_publisher'},
C117940,https://github.com/markusk/minibot,Commits,minibot,a4dee2': 'initial commit. will start the new battery status OLED script'},
C117926,https://github.com/markusk/minibot,Commits,minibot,cf5d67351df12a587676741e9a535598c21': 'Added battery LCD test. Voltage reading and display.'},
C117923,https://github.com/markusk/minibot,Commits,minibot,97c859630621ff80e9520bbe51': 'Now displaying battery voltage'},
C117832,https://github.com/markusk/minibot,Commits,minibot,591466be3748fb4': 'changed code to work with battery service'},
C117771,https://github.com/markusk/minibot,Commits,minibot,de28': 'Added AD converter code for checking battery voltage'},
C113935,https://github.com/kuka-isir/cart_opt_ctrl,Commits,cart_opt_ctrl,1e4b5cbf47e814aa3f6f95': 'Adding the kinetic energy constraint'},
C113689,https://github.com/kucars/haptic_teleoperation,Commits,haptic_teleoperation,ooler will not send data to the robot if the battery is less that 40 %.'},
C103060,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,ddce8ab6492c1': 'Increase speaking volume in battery_warning.py'},
C103026,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,"84aec24a561b41': ""Merge branch 'master' into battery_warning""}",
C102886,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,7cb7f2a203f34bef77343b9b5f39ea9': 'add speak battery app'},
C102885,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,094154bb891d4dbe15951a43c3a4025fef93e': 'add battery_warning in fetch_bringup.launch'},
C102881,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,5b19f9929d7c132333cdeaea9d59ee299acac898': 'battery warning init'},
C102724,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,3517919292109f': 'Speak warning message when battery voltage is low'},
C102719,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,c23a399d9a701afec90dee08f8ef403c8277e': 'new battery_warning'},
C101392,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,1be4d1815a2be2b1a747f42e76e67685ef': 'Record battery info before pwer go off'},
C101049,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,"iwunau/master\n\nspeak the percentage of the battery with min charge and it's id""}",
C101046,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,3de0f05513e65': 'speak the percentage of the battery with min charge'},
C100485,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,"""Merge pull request #106 from garaemon/speak-battery-remaining\n\nSpeak the remaining percentages",
C100484,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,"9a': ""Speak the remaining percentages of the battery if it's not charged""}",
C100292,https://github.com/jsk-ros-pkg/jsk_robot,Commits,jsk_robot,bc2720c0eda77': 'add script to visualize pr2 battery'},
GitIssue997,https://github.com/mavlink/mavros/issues/275,GitHubIssues,"Without GPS, Does the /mavros/setpoint_position/local work?","1
 name: mavros: Battery
 message: Low voltage
 hardware_id: /dev/ttyUSB0:57600
 v",
GitIssue957,https://github.com/uf-mil/NaviGator/issues/289,GitHubIssues,Create curses based status/debug TUI,"based status GUI which displays things like battery voltage, autonomous/remote control mode, etc",
GitIssue928,https://github.com/yujinrobot/kobuki/issues/64,GitHubIssues,Implement drive_mode,Just use our api or the cmd_vel.Robot can be charged without modeRobot can be work during charg,
GitIssue926,https://github.com/turtlebot/turtlebot/issues/102,GitHubIssues,Battery info not working on reference laptop?,"Need to dig more on this, but looks like the battery reader script needs a review. On ASUS laptop",
GitIssue925,https://github.com/sbrodeur/ros-icreate-bbb/issues/18,GitHubIssues,Convert rosbag files to video files for visualization,"odometry topic).Battery voltage, current and charge information.Collision sensors (range and sw",
GitIssue923,https://github.com/jsk-ros-pkg/jsk_robot/issues/348,GitHubIssues,To-do List,ffnessの問題[ ]It allows you to charge Pepper’s battery (see Chapter 7.6 Charging).It also deactivat,
GitIssue920,https://github.com/mavlink/mavros/issues/1284,GitHubIssues,sensor_msgs::BatteryState percentage with a negative value,"s or request features.
When I am reading the battery status (/mavros/battery -- see below) I noti",
GitIssue916,https://github.com/whoenig/crazyflie_ros/issues/27,GitHubIssues,Launch crazyflie that is turned off,"pplication and one of the CFs had ran out of battery and died, or if I would just like to remove",
GitIssue913,https://github.com/yujinrobot/kobuki/issues/137,GitHubIssues,Battery charge set to 100% just after connecting it to the adapter,"This happens because the robot signals ""charged"" for about a second just after connecting",
GitIssue91,https://github.com/ROBOTIS-GIT/turtlebot3/issues/505,GitHubIssues,Reg:Couldn't determine robot's pose associated with laser scan - burger,"NFO] [1572526181.378821]: Setup publisher on battery_state [sensor_msgs/BatteryState]
[INFO] [157",
GitIssue907,https://github.com/turtlebot/turtlebot/issues/54,GitHubIssues,Break out linux_hardware,why dashboard is using topics for the laptop battery. It uses the diagnostics for everything else,
GitIssue906,https://github.com/UBC-Thunderbots/Software/issues/223,GitHubIssues,Handle Robot Charge state,"In the old AI, the desired robot charge state (whether the capacitors are charged,",
GitIssue897,https://github.com/ROBOTIS-GIT/turtlebot3/issues/205,GitHubIssues,"Using 1800 batteries, will the opencr board be damaged when the voltage is unstable?","is no problem. After accessing this 1800mah battery, after running for a period of time, it auto",
GitIssue601,https://github.com/ros-planning/navigation2/issues/887,GitHubIssues,Replace time-based global path replanning with a condition-based approach,to be the difference of putting it into the power saving mode -- so there's no benefit of runn,
GitIssue6,https://github.com/bluesat/numbat_software/issues/37,GitHubIssues,Estimate battery cost,"Need lipo batteries on robot, estimate cost battery and charge system.Make sure the batteries ar",
GitIssue586,https://github.com/ROBOTIS-GIT/turtlebot3/issues/403,GitHubIssues,"USB Power OK, but doesnt turn on with 11.1V battery or 12V SMPS power supply",ot responding for any 11.1V power supply via battery or a 12v power supply. Do you think the fuse,
GitIssue55,https://github.com/UBC-Thunderbots/Software/issues/1173,GitHubIssues,Make robot max battery voltage constant,"tions, we need to actually know the range of battery voltages we can have.We should either create",
GitIssue548,https://github.com/mavlink/mavros/issues/589,GitHubIssues,Increase the data stream rate in px4 stack using mavros,"puter and then power power the pixhawk using battery.
But if I power the pixhawk first with a bat",
GitIssue52,https://github.com/grvcTeam/grvc-ual/issues/66,GitHubIssues,Publish gps position and battery state,no_keyword_in_contents,YES
GitIssue498,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3/issues/55,GitHubIssues,Sudden power on / off in OpenCR broke NUC,"NUC was broken out when our OP3 ran out the battery and shut down.Second time, it happened when",
GitIssue491,https://github.com/yujinrobot/kobuki/issues/139,GitHubIssues,Trigger adapter/docking base plug/unplug events,"es:When plug/unplugged we generate ""phantom"" battery full event due to issue . They should disapp",
GitIssue489,https://github.com/yujinrobot/kobuki/issues/129,GitHubIssues,Battery Documentation,"ctly or view it on GitHub:
 for generating a battery graph with kobuki turtlebot. It should refer",
GitIssue488,https://github.com/yujinrobot/kobuki/issues/66,GitHubIssues,Battery Level Runtime Graph,Generate a runtime graph for battery voltage levels. We need these to set the lev,
GitIssue479,https://github.com/ekumenlabs/tangobot/issues/104,GitHubIssues,Publish battery from Tangobot,Publish battery status:Mobile base battery using the KobukiS,
GitIssue470,https://github.com/whoenig/crazyflie_ros/issues/112,GitHubIssues,High-level controller causing failed takeoff,"gram camera, a transmitter, and a non-stock battery attached to it. However, I am able to fly ma",
GitIssue469,https://github.com/tork-a/rtmros_nextage/issues/181,GitHubIssues,Is the simulation working?,"Messages for representing PR2 state, such as battery information and the PR2 fingertip sensors.
i",
GitIssue466,https://github.com/AutonomyLab/ardrone_autonomy/issues/191,GitHubIssues,All navdatas are always at 0,", the displayed firmware was ""0.0.0"" and the battery percentage was always at 0. I tried to contr",
GitIssue465,https://github.com/AutonomyLab/bebop_autonomy/issues/200,GitHubIssues,Echoing /bebop/cmd_vel displays nothing,I have another question!!! where to get the battery state so I can send an error message when th,
GitIssue460,https://github.com/whoenig/crazyflie_ros/issues/36,GitHubIssues,"(Update: ""Size doesn't match!"" error) Crazyflie won't log battery, temperature, etc.","SI are working fine, but I can't seem to get battery data through the package. I tried connecting",
GitIssue459,https://github.com/yujinrobot/kobuki/issues/123,GitHubIssues,Battery warning spam if no battery,"rn once, not repeatedly.Uncomment the laptop battery call in minimal.launch when fixed.Done by Un",
GitIssue455,https://github.com/utexas-bwi/bwi/issues/22,GitHubIssues,Segbot batteries: need endurance tests,"e collected a ROS bag file that recorded the battery voltage over 3 hours, more or less. The robo",
GitIssue452,https://github.com/utexas-bwi/segbot/issues/39,GitHubIssues,segbot_sensors: smooth voltage data in battery diagnostics node,The raw battery voltages reported seem to fluctuate by sever,
GitIssue448,https://github.com/UBC-Thunderbots/Software/issues/158,GitHubIssues,Add log support for Annunciator messages,"xample, 
N/ALog(ANNUNCIATOR) << ""Robot 0 low battery"" << std::endl;",
GitIssue447,https://github.com/turtlebot/turtlebot/issues/219,GitHubIssues,Will turtlebot be released & supported on Kinetic?,will get us to releasing turtlebot.The smart_battery_msgs has been collapsed into sensor_msgs so,
GitIssue430,https://github.com/mavlink/mavros/issues/833,GitHubIssues,setpoint_attitude still not publishing attitude in latest mavros,"n/raw/fix [sensor_msgs/NavSatFix]
 * /mavros/battery [sensor_msgs/BatteryState]
 * /mavros/setpoi",
GitIssue43,https://github.com/AutonomyLab/bebop_autonomy/issues/188,GitHubIssues,Trouble with launching driver,bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True/bebop/bebop_driver/states/,
GitIssue422,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/234,GitHubIssues,No camera images to ROS topics with M210,"ar_velocity_fused
/dji_sdk/attitude
/dji_sdk/battery_state
/dji_sdk/display_mode
/dji_sdk/flight_",
GitIssue421,https://github.com/AutonomyLab/bebop_autonomy/issues/48,GitHubIssues,Bebop Disconnects From Wireless Network When Driver is Launched,y after running successfully we replaced the battery and restarted the Bebop. It connects to the,
GitIssue420,https://github.com/AutonomyLab/bebop_autonomy/issues/77,GitHubIssues,[DISCO] `Video streaming started` encounters `shared_ptr` error,"bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True
 * /bebop/bebop_driver/sta",
GitIssue417,https://github.com/jackal/jackal/issues/61,GitHubIssues,Odometry shows false data,troit mercy. Thanks for your advice with the battery management. I have figured out the charging,
GitIssue416,https://github.com/osu-uwrt/riptide_software/issues/38,GitHubIssues,Safety Node,"node which monitors all safety related data (battery info, kill switch status, is the computer cr",
GitIssue415,https://github.com/chrisl8/ArloBot/issues/8,GitHubIssues,kinect with arlobot,purely for the purpose of conserving laptop battery power. If you are sure that the Kinect works,
GitIssue414,https://github.com/yujinrobot/kobuki/issues/228,GitHubIssues,Battery Data,to be able to read the current draw from the battery using kobuki_driver. I know that the dashboa,
GitIssue413,https://github.com/yujinrobot/kobuki/issues/271,GitHubIssues,Fix Kobuki's inertia,"s volume, which is wrong (mostly due to the battery being intentionally placed at the front).The",
GitIssue412,https://github.com/yujinrobot/kobuki/issues/43,GitHubIssues,Battery,How to do a warning for the battery level?Make sure that it works with the dashb,
